[INFO ] 2019-06-25T14:51:05,393Z [main] cliutils.CliWrapperBase.call - Application Args: generate-node-info
[INFO ] 2019-06-25T14:51:48,369Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::1511451595465-8::R3.Corda: Table node_contract_upgrades created
[INFO ] 2019-06-25T14:51:48,369Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::1511451595465-8::R3.Corda: ChangeSet migration/node-services.changelog-init.xml::1511451595465-8::R3.Corda ran successfully in 7ms
[INFO ] 2019-06-25T14:51:48,445Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::1511451595465-9::R3.Corda: Table node_identities created
[INFO ] 2019-06-25T14:51:48,445Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::1511451595465-9::R3.Corda: ChangeSet migration/node-services.changelog-init.xml::1511451595465-9::R3.Corda ran successfully in 27ms
[INFO ] 2019-06-25T14:51:48,450Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::1511451595465-13::R3.Corda: Table node_message_ids created
[INFO ] 2019-06-25T14:51:48,451Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::1511451595465-13::R3.Corda: ChangeSet migration/node-services.changelog-init.xml::1511451595465-13::R3.Corda ran successfully in 3ms
[INFO ] 2019-06-25T14:51:48,455Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::1511451595465-14::R3.Corda: Table node_message_retry created
[INFO ] 2019-06-25T14:51:48,456Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::1511451595465-14::R3.Corda: ChangeSet migration/node-services.changelog-init.xml::1511451595465-14::R3.Corda ran successfully in 3ms
[INFO ] 2019-06-25T14:51:48,543Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::1511451595465-15::R3.Corda: Table node_named_identities created
[INFO ] 2019-06-25T14:51:48,543Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::1511451595465-15::R3.Corda: ChangeSet migration/node-services.changelog-init.xml::1511451595465-15::R3.Corda ran successfully in 3ms
[INFO ] 2019-06-25T14:51:48,589Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::1511451595465-17::R3.Corda: Table node_our_key_pairs created
[INFO ] 2019-06-25T14:51:48,589Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::1511451595465-17::R3.Corda: ChangeSet migration/node-services.changelog-init.xml::1511451595465-17::R3.Corda ran successfully in 2ms
[INFO ] 2019-06-25T14:51:48,595Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::1511451595465-19::R3.Corda: Table node_scheduled_states created
[INFO ] 2019-06-25T14:51:48,596Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::1511451595465-19::R3.Corda: ChangeSet migration/node-services.changelog-init.xml::1511451595465-19::R3.Corda ran successfully in 3ms
[INFO ] 2019-06-25T14:51:48,633Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::1511451595465-20::R3.Corda: Table node_transaction_mappings created
[INFO ] 2019-06-25T14:51:48,633Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::1511451595465-20::R3.Corda: ChangeSet migration/node-services.changelog-init.xml::1511451595465-20::R3.Corda ran successfully in 2ms
[INFO ] 2019-06-25T14:51:48,638Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::1511451595465-21::R3.Corda: Table node_transactions created
[INFO ] 2019-06-25T14:51:48,638Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::1511451595465-21::R3.Corda: ChangeSet migration/node-services.changelog-init.xml::1511451595465-21::R3.Corda ran successfully in 2ms
[INFO ] 2019-06-25T14:51:48,655Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::1511451595465-30::R3.Corda: Primary key added to node_attachments (att_id)
[INFO ] 2019-06-25T14:51:48,655Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::1511451595465-30::R3.Corda: ChangeSet migration/node-services.changelog-init.xml::1511451595465-30::R3.Corda ran successfully in 2ms
[INFO ] 2019-06-25T14:51:48,660Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::1511451595465-32::R3.Corda: Primary key added to node_checkpoints (checkpoint_id)
[INFO ] 2019-06-25T14:51:48,676Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::1511451595465-32::R3.Corda: ChangeSet migration/node-services.changelog-init.xml::1511451595465-32::R3.Corda ran successfully in 2ms
[INFO ] 2019-06-25T14:51:48,681Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::1511451595465-33::R3.Corda: Primary key added to node_contract_upgrades (state_ref)
[INFO ] 2019-06-25T14:51:48,682Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::1511451595465-33::R3.Corda: ChangeSet migration/node-services.changelog-init.xml::1511451595465-33::R3.Corda ran successfully in 2ms
[INFO ] 2019-06-25T14:51:48,686Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::1511451595465-34::R3.Corda: Primary key added to node_identities (pk_hash)
[INFO ] 2019-06-25T14:51:48,687Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::1511451595465-34::R3.Corda: ChangeSet migration/node-services.changelog-init.xml::1511451595465-34::R3.Corda ran successfully in 2ms
[INFO ] 2019-06-25T14:51:48,728Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::1511451595465-38::R3.Corda: Primary key added to node_message_ids (message_id)
[INFO ] 2019-06-25T14:51:48,728Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::1511451595465-38::R3.Corda: ChangeSet migration/node-services.changelog-init.xml::1511451595465-38::R3.Corda ran successfully in 8ms
[INFO ] 2019-06-25T14:51:48,732Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::1511451595465-39::R3.Corda: Primary key added to node_message_retry (message_id)
[INFO ] 2019-06-25T14:51:48,732Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::1511451595465-39::R3.Corda: ChangeSet migration/node-services.changelog-init.xml::1511451595465-39::R3.Corda ran successfully in 1ms
[INFO ] 2019-06-25T14:51:48,749Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::1511451595465-40::R3.Corda: Primary key added to node_named_identities (name)
[INFO ] 2019-06-25T14:51:48,749Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::1511451595465-40::R3.Corda: ChangeSet migration/node-services.changelog-init.xml::1511451595465-40::R3.Corda ran successfully in 4ms
[INFO ] 2019-06-25T14:51:48,754Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::1511451595465-42::R3.Corda: Primary key added to node_our_key_pairs (public_key_hash)
[INFO ] 2019-06-25T14:51:48,754Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::1511451595465-42::R3.Corda: ChangeSet migration/node-services.changelog-init.xml::1511451595465-42::R3.Corda ran successfully in 2ms
[INFO ] 2019-06-25T14:51:48,830Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::1511451595465-44::R3.Corda: Primary key added to node_scheduled_states (output_index, transaction_id)
[INFO ] 2019-06-25T14:51:48,830Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::1511451595465-44::R3.Corda: ChangeSet migration/node-services.changelog-init.xml::1511451595465-44::R3.Corda ran successfully in 2ms
[INFO ] 2019-06-25T14:51:48,835Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::1511451595465-45::R3.Corda: Primary key added to node_transaction_mappings (tx_id)
[INFO ] 2019-06-25T14:51:48,835Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::1511451595465-45::R3.Corda: ChangeSet migration/node-services.changelog-init.xml::1511451595465-45::R3.Corda ran successfully in 2ms
[INFO ] 2019-06-25T14:51:48,850Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::1511451595465-46::R3.Corda: Primary key added to node_transactions (tx_id)
[INFO ] 2019-06-25T14:51:48,851Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::1511451595465-46::R3.Corda: ChangeSet migration/node-services.changelog-init.xml::1511451595465-46::R3.Corda ran successfully in 1ms
[INFO ] 2019-06-25T14:51:48,860Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::1511451595465-61::R3.Corda: Foreign key constraint added to node_link_nodeinfo_party (party_name)
[INFO ] 2019-06-25T14:51:48,860Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::1511451595465-61::R3.Corda: ChangeSet migration/node-services.changelog-init.xml::1511451595465-61::R3.Corda ran successfully in 5ms
[INFO ] 2019-06-25T14:51:48,864Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::add index att_id::R3.Corda: Index att_id_idx created
[INFO ] 2019-06-25T14:51:48,865Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::add index att_id::R3.Corda: ChangeSet migration/node-services.changelog-init.xml::add index att_id::R3.Corda ran successfully in 1ms
[INFO ] 2019-06-25T14:51:48,904Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::add_contract_attachment::R3.Corda: Table node_attchments_contracts created
[INFO ] 2019-06-25T14:51:48,908Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::add_contract_attachment::R3.Corda: Foreign key constraint added to node_attchments_contracts (att_id)
[INFO ] 2019-06-25T14:51:48,909Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::add_contract_attachment::R3.Corda: Data deleted from node_attachments
[INFO ] 2019-06-25T14:51:48,909Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::add_contract_attachment::R3.Corda: ChangeSet migration/node-services.changelog-init.xml::add_contract_attachment::R3.Corda ran successfully in 7ms
[INFO ] 2019-06-25T14:51:49,001Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::add_dedup_columns::R3.Corda: Columns sender(NVARCHAR(64)),sequence_number(BIGINT) added to node_message_ids
[INFO ] 2019-06-25T14:51:49,001Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::add_dedup_columns::R3.Corda: ChangeSet migration/node-services.changelog-init.xml::add_dedup_columns::R3.Corda ran successfully in 50ms
[INFO ] 2019-06-25T14:51:49,006Z [main] liquibase.info - master.changelog.json: migration/node-core.changelog-v4.xml::attchments_rename::R3.Corda: Table node_attchments_contracts renamed to node_attachments_contracts
[INFO ] 2019-06-25T14:51:49,006Z [main] liquibase.info - master.changelog.json: migration/node-core.changelog-v4.xml::attchments_rename::R3.Corda: ChangeSet migration/node-core.changelog-v4.xml::attchments_rename::R3.Corda ran successfully in 2ms
[INFO ] 2019-06-25T14:51:49,019Z [main] liquibase.info - master.changelog.json: migration/node-core.changelog-v4.xml::nullability::R3.Corda: Null constraint has been added to node_identities.identity_value
[INFO ] 2019-06-25T14:51:49,033Z [main] liquibase.info - master.changelog.json: migration/node-core.changelog-v4.xml::nullability::R3.Corda: Null constraint has been added to node_attachments.content
[INFO ] 2019-06-25T14:51:49,035Z [main] liquibase.info - master.changelog.json: migration/node-core.changelog-v4.xml::nullability::R3.Corda: Null constraint has been added to node_attachments_contracts.contract_class_name
[INFO ] 2019-06-25T14:51:49,037Z [main] liquibase.info - master.changelog.json: migration/node-core.changelog-v4.xml::nullability::R3.Corda: Null constraint has been added to node_checkpoints.checkpoint_value
[INFO ] 2019-06-25T14:51:49,054Z [main] liquibase.info - master.changelog.json: migration/node-core.changelog-v4.xml::nullability::R3.Corda: Null constraint has been added to node_contract_upgrades.contract_class_name
[INFO ] 2019-06-25T14:51:49,056Z [main] liquibase.info - master.changelog.json: migration/node-core.changelog-v4.xml::nullability::R3.Corda: Null constraint has been added to node_message_ids.insertion_time
[INFO ] 2019-06-25T14:51:49,058Z [main] liquibase.info - master.changelog.json: migration/node-core.changelog-v4.xml::nullability::R3.Corda: Null constraint has been added to node_message_retry.message
[INFO ] 2019-06-25T14:51:49,090Z [main] liquibase.info - master.changelog.json: migration/node-core.changelog-v4.xml::nullability::R3.Corda: Null constraint has been added to node_message_retry.recipients
[INFO ] 2019-06-25T14:51:49,096Z [main] liquibase.info - master.changelog.json: migration/node-core.changelog-v4.xml::nullability::R3.Corda: Null constraint has been added to node_named_identities.pk_hash
[INFO ] 2019-06-25T14:51:49,098Z [main] liquibase.info - master.changelog.json: migration/node-core.changelog-v4.xml::nullability::R3.Corda: Null constraint has been added to node_our_key_pairs.private_key
[INFO ] 2019-06-25T14:51:49,100Z [main] liquibase.info - master.changelog.json: migration/node-core.changelog-v4.xml::nullability::R3.Corda: Null constraint has been added to node_our_key_pairs.public_key
[INFO ] 2019-06-25T14:51:49,101Z [main] liquibase.info - master.changelog.json: migration/node-core.changelog-v4.xml::nullability::R3.Corda: Null constraint has been added to node_transaction_mappings.state_machine_run_id
[INFO ] 2019-06-25T14:51:49,103Z [main] liquibase.info - master.changelog.json: migration/node-core.changelog-v4.xml::nullability::R3.Corda: Null constraint has been added to node_transactions.transaction_value
[INFO ] 2019-06-25T14:51:49,103Z [main] liquibase.info - master.changelog.json: migration/node-core.changelog-v4.xml::nullability::R3.Corda: ChangeSet migration/node-core.changelog-v4.xml::nullability::R3.Corda ran successfully in 91ms
[INFO ] 2019-06-25T14:51:49,147Z [main] liquibase.info - master.changelog.json: migration/node-core.changelog-v5.xml::remove_unused_node_message_retry::R3.Corda: Table node_message_retry dropped
[INFO ] 2019-06-25T14:51:49,147Z [main] liquibase.info - master.changelog.json: migration/node-core.changelog-v5.xml::remove_unused_node_message_retry::R3.Corda: ChangeSet migration/node-core.changelog-v5.xml::remove_unused_node_message_retry::R3.Corda ran successfully in 2ms
[INFO ] 2019-06-25T14:51:49,405Z [main] liquibase.info - master.changelog.json: migration/node-core.changelog-v8.xml::conditional_attchments_rename::R3.Corda: Marking ChangeSet: migration/node-core.changelog-v8.xml::conditional_attchments_rename::R3.Corda ran despite precondition failure due to onFail='MARK_RAN': 
          master.changelog.json : Table PUBLIC.NODE_ATTCHMENTS_CONTRACTS does not exist

[INFO ] 2019-06-25T14:51:49,546Z [main] liquibase.info - master.changelog.json: migration/node-core.changelog-v8.xml::conditional_attchments_contracts::R3.Corda: Marking ChangeSet: migration/node-core.changelog-v8.xml::conditional_attchments_contracts::R3.Corda ran despite precondition failure due to onFail='MARK_RAN': 
          master.changelog.json : Table PUBLIC.NODE_ATTACHMENTS_CONTRACT_CLASS_NAME does not exist

[INFO ] 2019-06-25T14:51:49,569Z [main] liquibase.info - master.changelog.json: migration/node-core.changelog-v8.xml::add_signers::R3.Corda: Table node_attachments_signers created
[INFO ] 2019-06-25T14:51:49,574Z [main] liquibase.info - master.changelog.json: migration/node-core.changelog-v8.xml::add_signers::R3.Corda: Foreign key constraint added to node_attachments_signers (att_id)
[INFO ] 2019-06-25T14:51:49,575Z [main] liquibase.info - master.changelog.json: migration/node-core.changelog-v8.xml::add_signers::R3.Corda: ChangeSet migration/node-core.changelog-v8.xml::add_signers::R3.Corda ran successfully in 8ms
[INFO ] 2019-06-25T14:51:49,610Z [main] liquibase.info - master.changelog.json: migration/node-core.changelog-tx-mapping.xml::add_tx_mapping_column::R3.Corda: Columns state_machine_run_id(NVARCHAR(36)) added to node_transactions
[INFO ] 2019-06-25T14:51:49,613Z [main] liquibase.info - master.changelog.json: migration/node-core.changelog-tx-mapping.xml::add_tx_mapping_column::R3.Corda: Custom SQL executed
[INFO ] 2019-06-25T14:51:49,631Z [main] liquibase.info - master.changelog.json: migration/node-core.changelog-tx-mapping.xml::add_tx_mapping_column::R3.Corda: Table node_transaction_mappings dropped
[INFO ] 2019-06-25T14:51:49,632Z [main] liquibase.info - master.changelog.json: migration/node-core.changelog-tx-mapping.xml::add_tx_mapping_column::R3.Corda: ChangeSet migration/node-core.changelog-tx-mapping.xml::add_tx_mapping_column::R3.Corda ran successfully in 54ms
[INFO ] 2019-06-25T14:51:49,636Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::add_network_parameters_storage::R3.Corda: Table node_network_parameters created
[INFO ] 2019-06-25T14:51:49,636Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::add_network_parameters_storage::R3.Corda: ChangeSet migration/node-services.changelog-init.xml::add_network_parameters_storage::R3.Corda ran successfully in 2ms
[INFO ] 2019-06-25T14:51:49,660Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::network_parameters_pk::R3.Corda: Primary key added to node_network_parameters (hash)
[INFO ] 2019-06-25T14:51:49,660Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::network_parameters_pk::R3.Corda: ChangeSet migration/node-services.changelog-init.xml::network_parameters_pk::R3.Corda ran successfully in 21ms
[INFO ] 2019-06-25T14:51:49,681Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::add_version_column::R3.Corda: Columns version(INT) added to node_attachments
[INFO ] 2019-06-25T14:51:49,682Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::add_version_column::R3.Corda: Custom SQL executed
[INFO ] 2019-06-25T14:51:49,683Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::add_version_column::R3.Corda: Null constraint has been added to node_attachments.version
[INFO ] 2019-06-25T14:51:49,684Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::add_version_column::R3.Corda: ChangeSet migration/node-services.changelog-init.xml::add_version_column::R3.Corda ran successfully in 21ms
[INFO ] 2019-06-25T14:51:49,726Z [main] persistence.AttachmentVersionNumberMigration.execute - Start executing...
[INFO ] 2019-06-25T14:51:49,728Z [main] persistence.AttachmentVersionNumberMigration.execute - Attachment version creation from whitelisted JARs skipped, network parameters not found in /Users/davidverne/Desktop/Cordapp-IOU/cordapp-template-java/build/nodes/Notary/network-parameters, but there are no available attachments to migrate.
[INFO ] 2019-06-25T14:51:49,728Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::update-version-of-whitelisted-jars::R3.Corda: null
[INFO ] 2019-06-25T14:51:49,728Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::update-version-of-whitelisted-jars::R3.Corda: ChangeSet migration/node-services.changelog-init.xml::update-version-of-whitelisted-jars::R3.Corda ran successfully in 2ms
[INFO ] 2019-06-25T14:51:49,731Z [main] migration.VaultStateMigration.execute - Migrating vault state data to V4 tables
[INFO ] 2019-06-25T14:51:49,948Z [main] migration.MigrationServicesForResolution.getNetworkParametersFromFile - Couldn't find network parameters file: /Users/davidverne/Desktop/Cordapp-IOU/cordapp-template-java/build/nodes/Notary/network-parameters. This is expected if the node is starting for the first time.
[INFO ] 2019-06-25T14:51:50,106Z [main] persistence.HibernateConfiguration.<init> - Init HibernateConfiguration for schemas: [VaultMigrationSchemaV1(name=net.corda.node.migration.VaultMigrationSchema, version=1), VaultSchemaV1(name=net.corda.node.services.vault.VaultSchema, version=1)]
[INFO ] 2019-06-25T14:51:50,116Z [main] persistence.HibernateConfiguration.makeSessionFactoryForSchemas - Creating session factory for schemas: [VaultMigrationSchemaV1(name=net.corda.node.migration.VaultMigrationSchema, version=1), VaultSchemaV1(name=net.corda.node.services.vault.VaultSchema, version=1)]
[INFO ] 2019-06-25T14:51:50,630Z [main] hibernate.Version.logVersion - HHH000412: Hibernate Core {5.3.6.Final}
[INFO ] 2019-06-25T14:51:50,647Z [main] cfg.Environment.<clinit> - HHH000206: hibernate.properties not found
[INFO ] 2019-06-25T14:51:51,707Z [main] common.Version.<clinit> - HCANN000001: Hibernate Commons Annotations {5.0.4.Final}
[INFO ] 2019-06-25T14:51:52,239Z [main] internal.ConnectionProviderInitiator.initiateService - HHH000130: Instantiating explicit connection provider: net.corda.nodeapi.internal.persistence.HibernateConfiguration$NodeDatabaseConnectionProvider
[INFO ] 2019-06-25T14:51:52,379Z [main] dialect.Dialect.<init> - HHH000400: Using dialect: org.hibernate.dialect.H2Dialect
[INFO ] 2019-06-25T14:51:52,643Z [main] type.BasicTypeRegistry.register - HHH000270: Type registration [materialized_blob] overrides previous : org.hibernate.type.MaterializedBlobType@6c4786af
[INFO ] 2019-06-25T14:51:57,517Z [main] connections.access.getIsolatedConnection - HHH10001501: Connection obtained from JdbcConnectionAccess [org.hibernate.engine.jdbc.env.internal.JdbcEnvironmentInitiator$ConnectionProviderJdbcConnectionAccess@92775a3] for (non-JTA) DDL execution was not in auto-commit mode; the Connection 'local transaction' will be committed and the Connection will be set into auto-commit mode.
[INFO ] 2019-06-25T14:51:58,329Z [main] persistence.HibernateConfiguration.makeSessionFactoryForSchemas - Created session factory for schemas: [VaultMigrationSchemaV1(name=net.corda.node.migration.VaultMigrationSchema, version=1), VaultSchemaV1(name=net.corda.node.services.vault.VaultSchema, version=1)]
[INFO ] 2019-06-25T14:51:59,296Z [main] internal.QueryTranslatorFactoryInitiator.initiateService - HHH000397: Using ASTQueryTranslatorFactory
[INFO ] 2019-06-25T14:51:59,765Z [main] migration.MigrationServicesForResolution.getNetworkParametersFromFile - Couldn't find network parameters file: /Users/davidverne/Desktop/Cordapp-IOU/cordapp-template-java/build/nodes/Notary/network-parameters. This is expected if the node is starting for the first time.
[WARN ] 2019-06-25T14:51:59,765Z [main] migration.MigrationServicesForResolution.defaultNetworkParameters - Using a dummy set of network parameters for migration.
[INFO ] 2019-06-25T14:52:00,043Z [main] migration.VaultStateMigration.execute - Finished performing vault state data migration for 0 states
[INFO ] 2019-06-25T14:52:00,043Z [main] liquibase.info - master.changelog.json: migration/vault-schema.changelog-v9.xml::update-vault-states::R3.Corda: null
[INFO ] 2019-06-25T14:52:00,043Z [main] liquibase.info - master.changelog.json: migration/vault-schema.changelog-v9.xml::update-vault-states::R3.Corda: ChangeSet migration/vault-schema.changelog-v9.xml::update-vault-states::R3.Corda ran successfully in 10313ms
[INFO ] 2019-06-25T14:52:00,053Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::1511451595465-16::R3.Corda: Table node_notary_committed_states created
[INFO ] 2019-06-25T14:52:00,054Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::1511451595465-16::R3.Corda: ChangeSet migration/node-services.changelog-init.xml::1511451595465-16::R3.Corda ran successfully in 3ms
[INFO ] 2019-06-25T14:52:00,065Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::1521131680317-17::R3.Corda: Table node_notary_request_log created
[INFO ] 2019-06-25T14:52:00,065Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::1521131680317-17::R3.Corda: ChangeSet migration/node-services.changelog-init.xml::1521131680317-17::R3.Corda ran successfully in 5ms
[INFO ] 2019-06-25T14:52:00,071Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::1511451595465-41::R3.Corda: Primary key added to node_notary_committed_states (output_index, transaction_id)
[INFO ] 2019-06-25T14:52:00,073Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::1511451595465-41::R3.Corda: ChangeSet migration/node-services.changelog-init.xml::1511451595465-41::R3.Corda ran successfully in 4ms
[INFO ] 2019-06-25T14:52:00,078Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::1521131680317-48::R3.Corda: Primary key added to node_notary_request_log (id)
[INFO ] 2019-06-25T14:52:00,079Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::1521131680317-48::R3.Corda: ChangeSet migration/node-services.changelog-init.xml::1521131680317-48::R3.Corda ran successfully in 2ms
[INFO ] 2019-06-25T14:52:00,085Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::nullability::R3.Corda: Null constraint has been added to node_notary_committed_states.consuming_transaction_id
[INFO ] 2019-06-25T14:52:00,085Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::nullability::R3.Corda: ChangeSet migration/node-services.changelog-init.xml::nullability::R3.Corda ran successfully in 2ms
[INFO ] 2019-06-25T14:52:00,228Z [main] liquibase.info - master.changelog.json: migration/node-notary.changelog-v2.xml::rename-table-notary-commit-log::R3.Corda: Marking ChangeSet: migration/node-notary.changelog-v2.xml::rename-table-notary-commit-log::R3.Corda ran despite precondition failure due to onFail='MARK_RAN': 
          master.changelog.json : Table PUBLIC.node_notary_commit_log does not exist

[INFO ] 2019-06-25T14:52:00,261Z [main] liquibase.info - master.changelog.json: migration/node-notary.changelog-v2.xml::create-notary-request-log-table::R3.Corda: Marking ChangeSet: migration/node-notary.changelog-v2.xml::create-notary-request-log-table::R3.Corda ran despite precondition failure due to onFail='MARK_RAN': 
          master.changelog.json : Not precondition failed

[INFO ] 2019-06-25T14:52:00,300Z [main] liquibase.info - master.changelog.json: migration/node-notary.changelog-committed-transactions-table.xml::create-notary-committed-transactions-table::R3.Corda: Table node_notary_committed_txs created
[INFO ] 2019-06-25T14:52:00,311Z [main] liquibase.info - master.changelog.json: migration/node-notary.changelog-committed-transactions-table.xml::create-notary-committed-transactions-table::R3.Corda: Primary key added to node_notary_committed_txs (transaction_id)
[INFO ] 2019-06-25T14:52:00,311Z [main] liquibase.info - master.changelog.json: migration/node-notary.changelog-committed-transactions-table.xml::create-notary-committed-transactions-table::R3.Corda: ChangeSet migration/node-notary.changelog-committed-transactions-table.xml::create-notary-committed-transactions-table::R3.Corda ran successfully in 13ms
[INFO ] 2019-06-25T14:52:00,318Z [main] liquibase.info - Successfully released change log lock
[INFO ] 2019-06-25T14:52:00,328Z [main] internal.Node.invoke - Connected to H2 database.
[INFO ] 2019-06-25T14:52:00,348Z [main] persistence.HibernateConfiguration.<init> - Init HibernateConfiguration for schemas: [CommonSchemaV1(name=net.corda.core.schemas.CommonSchema, version=1), VaultSchemaV1(name=net.corda.node.services.vault.VaultSchema, version=1), NodeInfoSchemaV1(name=net.corda.node.internal.schemas.NodeInfoSchema, version=1), NodeCoreV1(name=net.corda.node.services.schema.NodeSchemaService$NodeCore, version=1), NodeNotarySchemaV1(name=net.corda.node.services.transactions.NodeNotarySchema, version=1)]
[INFO ] 2019-06-25T14:52:00,348Z [main] persistence.HibernateConfiguration.makeSessionFactoryForSchemas - Creating session factory for schemas: [CommonSchemaV1(name=net.corda.core.schemas.CommonSchema, version=1), VaultSchemaV1(name=net.corda.node.services.vault.VaultSchema, version=1), NodeInfoSchemaV1(name=net.corda.node.internal.schemas.NodeInfoSchema, version=1), NodeCoreV1(name=net.corda.node.services.schema.NodeSchemaService$NodeCore, version=1), NodeNotarySchemaV1(name=net.corda.node.services.transactions.NodeNotarySchema, version=1)]
[INFO ] 2019-06-25T14:52:00,363Z [main] internal.ConnectionProviderInitiator.initiateService - HHH000130: Instantiating explicit connection provider: net.corda.nodeapi.internal.persistence.HibernateConfiguration$NodeDatabaseConnectionProvider
[INFO ] 2019-06-25T14:52:00,365Z [main] dialect.Dialect.<init> - HHH000400: Using dialect: org.hibernate.dialect.H2Dialect
[INFO ] 2019-06-25T14:52:00,371Z [main] type.BasicTypeRegistry.register - HHH000270: Type registration [materialized_blob] overrides previous : org.hibernate.type.MaterializedBlobType@6c4786af
[INFO ] 2019-06-25T14:52:01,437Z [main] connections.access.getIsolatedConnection - HHH10001501: Connection obtained from JdbcConnectionAccess [org.hibernate.engine.jdbc.env.internal.JdbcEnvironmentInitiator$ConnectionProviderJdbcConnectionAccess@16eca98a] for (non-JTA) DDL execution was not in auto-commit mode; the Connection 'local transaction' will be committed and the Connection will be set into auto-commit mode.
